Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
2294,1.05,Ideal,F,VVS2,62.1,54.0,6.52,6.55,4.06,9092
4149,1.32,Very Good,G,SI2,61.6,57.0,6.98,7.05,4.32,7173
26728,0.34,Ideal,G,VS2,61.4,57.0,4.51,4.48,2.76,765
7731,0.32,Ideal,E,VVS1,61.6,56.0,4.42,4.41,2.72,1020
23137,0.24,Very Good,E,VVS1,60.6,59.0,4.0,4.02,2.43,521
8862,0.7,Ideal,I,SI1,61.2,55.0,5.71,5.76,3.51,2343
16315,0.91,Very Good,F,SI1,62.2,57.0,6.19,6.25,3.87,4108
14715,0.73,Fair,E,VVS2,57.4,59.0,5.99,5.95,3.43,3813
17445,0.4,Premium,E,SI1,60.9,60.0,4.75,4.77,2.9,737
1011,1.02,Fair,E,VS2,66.6,57.0,6.09,6.14,4.07,5350
8558,1.0,Very Good,D,SI2,62.3,56.0,6.33,6.39,3.96,4348
7527,0.32,Premium,I,VVS2,60.7,59.0,4.43,4.4,2.68,720
11820,0.7,Good,D,VVS2,63.3,54.0,5.6,5.64,3.56,3267
14256,0.31,Premium,G,VVS1,59.9,62.0,4.37,4.35,2.61,1046
9644,1.01,Premium,F,VS2,61.7,58.0,6.42,6.48,3.98,6416
23171,1.0,Premium,H,SI2,61.3,58.0,6.45,6.41,3.94,3920
23094,1.01,Premium,G,SI2,59.1,59.0,6.55,6.51,3.86,4242
5895,1.76,Premium,D,SI1,61.0,60.0,7.76,7.68,4.77,12063
26773,0.71,Ideal,E,SI2,62.3,57.0,5.66,5.74,3.55,2190
6237,1.47,Premium,F,SI2,61.6,60.0,7.38,7.33,4.53,8314
11586,1.71,Very Good,H,VS2,62.6,59.0,7.54,7.58,4.73,13445
3979,0.85,Premium,G,SI2,62.0,58.0,6.08,6.04,3.76,2444
23609,0.59,Ideal,F,VVS2,62.0,54.0,5.36,5.38,3.33,2679
9189,0.31,Ideal,G,VVS1,62.1,55.0,4.34,4.39,2.71,789
299,0.31,Very Good,E,SI1,63.2,59.0,4.33,4.28,2.72,698
21761,0.4,Very Good,E,SI1,62.2,62.0,4.66,4.69,2.91,687
19938,0.71,Ideal,I,SI1,61.4,56.0,5.73,5.77,3.53,2376
4562,2.08,Ideal,I,SI2,62.3,56.0,8.16,8.22,5.1,15132
6434,1.55,Premium,H,VS2,62.7,57.0,7.42,7.36,4.63,10827
26518,0.4,Premium,H,VVS2,60.6,60.0,4.75,4.79,2.89,877
12031,0.9,Good,I,VVS1,63.6,58.0,6.14,6.1,3.89,4114
14093,0.32,Very Good,F,VVS1,61.6,56.0,4.37,4.41,2.7,886
14308,0.39,Premium,J,VVS1,62.8,58.0,4.66,4.61,2.91,921
19533,0.32,Premium,E,VS2,60.5,58.0,4.44,4.48,2.7,702
8117,0.53,Good,I,SI1,65.5,59.0,5.01,5.06,3.3,923
9870,0.5,Premium,E,VS2,62.9,60.0,5.04,5.01,3.16,1629
18719,1.11,Ideal,I,SI1,62.3,56.0,6.59,6.64,4.12,4645
8882,0.94,Very Good,E,SI2,62.0,60.0,6.19,6.22,3.85,3963
10971,0.71,Premium,G,SI2,60.6,59.0,5.78,5.74,3.49,2147
19944,0.3,Very Good,H,VVS1,63.1,54.0,4.34,4.28,2.72,819
21169,0.32,Ideal,H,VS2,61.2,55.0,4.41,4.45,2.71,523
17072,2.12,Premium,I,SI2,60.6,59.0,8.3,8.27,5.02,15235
15172,1.07,Very Good,D,VS1,59.9,55.0,6.69,6.71,4.01,9681
21423,1.06,Very Good,G,SI2,61.1,62.0,6.55,6.61,4.02,4162
16020,0.73,Ideal,E,SI2,61.8,58.0,5.77,5.81,3.58,2805
7270,1.01,Good,H,VS1,63.8,59.0,6.34,6.3,4.03,5515
3740,0.32,Ideal,H,VVS1,62.2,56.0,4.38,4.37,2.72,936
2612,0.33,Ideal,F,VVS1,61.7,57.0,4.47,4.44,2.75,1021
13215,0.41,Premium,F,SI2,60.3,58.0,4.86,4.82,2.92,907
9952,1.03,Very Good,D,SI2,61.8,60.0,6.42,6.45,3.98,4478
15839,1.13,Ideal,H,VS2,62.0,57.0,6.61,6.69,4.12,6045
13108,0.58,Very Good,D,SI1,60.2,58.0,5.37,5.46,3.26,1785
7049,0.73,Premium,F,SI1,61.9,60.0,5.78,5.81,3.59,2504
11580,0.33,Good,G,IF,57.9,60.0,4.55,4.57,2.64,984
11628,0.3,Ideal,J,VVS1,60.4,57.0,4.36,4.38,2.64,464
17090,0.54,Very Good,D,VS2,61.7,58.0,5.16,5.24,3.21,1892
13420,0.72,Very Good,I,VVS2,62.5,56.0,5.7,5.72,3.57,2530
11113,1.03,Very Good,G,SI2,63.0,60.0,6.35,6.39,4.01,3755
6857,0.56,Ideal,H,VVS2,62.1,57.0,5.26,5.3,3.27,1745
12263,1.18,Premium,I,VS1,,59.0,6.73,6.71,4.21,5477
974,1.5,Good,G,SI1,59.7,65.0,7.46,7.34,4.42,9954
16756,0.37,Ideal,J,VS1,62.4,55.0,4.59,4.64,2.88,487
13125,0.45,Fair,H,VVS2,65.8,56.0,4.82,4.7,3.13,1227
18710,1.01,Premium,D,VS1,,58.0,6.6,6.54,3.94,8286
8863,0.7,Premium,H,VS2,61.8,60.0,5.68,5.71,3.52,2330
107,1.0,Premium,F,VVS2,60.6,54.0,6.56,6.52,3.96,8924
1228,1.01,Premium,H,SI1,62.8,58.0,6.38,6.36,4.0,4642
26181,1.18,Very Good,E,VVS2,61.5,58.0,6.78,6.87,4.2,12100
25200,0.4,Very Good,G,SI2,63.2,56.0,4.73,4.7,2.98,765
14952,0.9,Premium,D,SI1,62.6,58.0,6.15,6.11,3.84,4304
7144,1.01,Good,G,SI1,62.2,65.0,6.34,6.3,3.93,3871
12388,1.09,Ideal,F,SI2,61.2,55.0,6.64,6.67,4.07,5016
7766,1.2,Very Good,I,SI1,62.8,57.0,6.7,6.74,4.22,5408
20756,0.43,Ideal,I,VVS2,62.6,57.0,4.79,4.82,3.01,874
17383,0.77,Premium,F,SI1,60.8,59.0,5.92,5.86,3.58,2856
22918,1.05,Very Good,E,VS1,61.6,58.0,6.53,6.56,4.03,7521
1680,0.35,Very Good,D,VS1,63.0,57.0,4.48,4.51,2.83,771
24371,0.41,Ideal,F,VS2,61.8,56.0,4.8,4.78,2.96,1107
20275,1.51,Premium,H,SI2,59.4,62.0,7.47,7.31,4.39,7235
11268,1.23,Ideal,J,VS2,61.2,57.0,6.93,6.88,4.23,6015
25254,0.46,Ideal,D,VS2,61.8,56.0,4.93,4.97,3.06,1291
9997,2.15,Premium,G,SI2,58.9,58.0,8.46,8.41,4.97,15751
6320,0.81,Ideal,F,SI2,62.1,57.0,5.91,5.95,3.68,2843
16557,0.53,Premium,E,VS2,59.6,58.0,5.36,5.32,3.18,2061
5580,1.01,Good,E,SI1,63.6,60.0,6.32,6.38,4.04,5132
11485,0.42,Ideal,J,VVS2,61.7,54.0,4.83,4.86,2.99,673
18389,0.32,Ideal,G,VS1,62.3,56.0,4.39,4.37,2.73,828
22572,0.64,Ideal,E,VS1,60.8,56.0,5.61,5.59,3.41,2679
26041,1.5,Ideal,F,VS2,60.2,57.0,7.43,7.39,4.46,13653
12200,0.41,Premium,F,VVS1,58.9,58.0,4.87,4.84,2.86,1356
2739,0.5,Very Good,G,VVS2,62.9,55.0,5.05,5.09,3.19,1904
15088,1.06,Ideal,F,SI1,61.3,57.0,6.56,6.51,4.01,4862
19010,1.5,Very Good,G,SI2,63.2,58.0,7.25,7.19,4.56,7098
9788,0.34,Very Good,F,SI1,59.4,62.0,4.54,4.59,2.71,566
15731,0.56,Ideal,F,SI1,61.1,55.9,5.33,5.35,3.26,1685
13386,0.55,Premium,D,VVS2,61.2,57.0,5.3,5.26,3.23,2366
17387,0.52,Ideal,G,VVS2,62.7,55.0,5.12,5.15,3.22,1906
23674,0.41,Very Good,F,SI1,63.2,59.0,4.72,4.68,2.97,969
11562,1.0,Premium,H,SI2,62.8,60.0,6.46,6.34,4.02,3080
5107,1.3,Ideal,D,SI1,61.8,56.0,6.93,6.96,4.29,9242
20696,2.32,Ideal,I,SI2,62.0,57.0,8.49,8.45,5.25,17676
22118,1.51,Ideal,I,VVS2,61.6,58.0,7.35,7.4,4.54,10821
5832,0.38,Ideal,F,VS2,62.4,54.0,4.65,4.6,2.89,969
23513,0.75,Ideal,I,VS2,60.4,59.0,5.86,5.9,3.55,2680
2326,0.71,Premium,D,SI1,61.3,58.0,5.75,5.73,3.52,2822
17695,1.0,Very Good,E,VVS2,59.1,58.0,6.5,6.57,3.86,9815
22935,0.41,Ideal,F,VVS1,62.0,55.0,4.74,4.78,2.95,1295
21604,2.03,Very Good,I,SI1,62.9,57.0,8.02,8.06,5.06,15153
25509,0.9,Very Good,J,SI2,63.3,59.0,6.08,6.12,3.86,2973
9662,0.52,Ideal,F,VS1,62.1,56.0,5.14,5.2,3.2,1767
20861,1.65,Premium,D,SI1,60.4,60.0,7.63,7.58,4.59,11310
25300,0.6,Very Good,J,SI2,62.9,60.0,5.34,5.38,3.37,1022
577,1.23,Ideal,H,SI1,62.3,57.0,6.85,6.89,4.28,5938
19708,0.7,Ideal,G,VVS2,60.6,56.0,5.69,5.82,3.49,3191
14123,0.33,Premium,G,VS1,61.8,59.0,4.45,4.39,2.73,854
24767,0.74,Very Good,D,VS2,62.4,57.0,5.74,5.8,3.6,2906
22177,0.7,Very Good,F,SI1,62.2,58.0,5.66,5.69,3.53,2230
6085,0.3,Ideal,D,VVS2,61.6,57.0,4.31,4.32,2.66,814
26584,0.81,Premium,G,VS2,62.9,58.0,5.94,5.88,3.72,3193
19916,1.81,Premium,G,SI1,62.3,58.0,7.75,7.68,4.81,11854
21899,1.0,Premium,G,VS1,61.9,60.0,6.39,6.31,3.93,5242
22718,0.34,Ideal,D,IF,62.1,57.0,4.52,4.46,2.79,2346
2415,1.71,Very Good,H,VS2,58.8,60.0,7.8,7.85,4.6,12493
5034,0.8,Ideal,F,VVS2,61.6,57.0,5.97,5.94,3.67,4140
25571,2.63,Ideal,J,SI2,62.1,57.0,8.83,8.88,5.5,16914
23213,0.24,Good,F,VS1,58.3,61.0,4.09,4.14,2.4,373
24887,0.36,Ideal,I,VS2,61.8,55.0,4.58,4.61,2.84,505
11100,0.41,Fair,H,SI1,65.4,61.0,4.51,4.63,2.99,659
24677,0.24,Very Good,F,VVS2,62.1,58.0,3.96,4.03,2.48,478
26789,0.4,Very Good,J,VS2,62.9,57.0,4.7,4.75,2.97,596
26459,0.23,Very Good,E,VVS2,61.1,59.0,3.94,3.98,2.42,505
13779,0.53,Very Good,F,SI1,60.9,56.0,5.21,5.23,3.18,1291
15804,0.23,Very Good,E,VVS2,63.7,55.0,3.87,3.89,2.47,485
12187,0.76,Premium,F,SI1,,60.0,5.88,5.76,3.61,2706
24331,0.41,Ideal,E,SI2,61.2,56.0,4.81,4.84,2.95,760
17751,1.03,Ideal,F,IF,63.1,55.0,6.45,6.46,4.07,10615
672,1.0,Very Good,F,VS2,62.9,55.0,6.34,6.38,4.0,6352
7043,1.19,Premium,H,SI1,60.8,59.0,6.87,6.84,4.17,5698
21933,0.3,Ideal,F,VS2,62.1,53.3,4.3,4.32,2.68,601
7341,0.77,Premium,F,VS1,62.1,60.0,5.82,5.77,3.6,3343
13694,0.41,Premium,E,VS1,60.7,59.0,4.77,4.79,2.9,964
195,0.54,Ideal,F,VVS2,61.8,55.0,5.27,5.25,3.25,2333
5121,0.26,Very Good,F,VVS1,61.3,58.0,4.13,4.16,2.54,562
25191,0.74,Very Good,F,SI1,61.5,58.0,5.82,5.85,3.59,2583
25219,1.08,Ideal,E,SI1,62.6,57.0,6.56,6.53,4.1,5189
11194,0.52,Very Good,G,VS1,60.2,57.0,5.22,5.26,3.15,1618
14493,0.7,Premium,E,SI2,60.6,59.0,5.76,5.73,3.48,2307
2066,0.24,Premium,E,VS2,62.6,58.0,4.03,3.99,2.51,536
10233,0.74,Very Good,H,SI2,62.8,59.0,5.72,5.77,3.61,2198
14819,1.0,Very Good,H,SI1,62.4,58.0,6.37,6.42,3.99,4574
5772,1.03,Premium,E,SI2,61.8,56.0,6.5,6.47,4.01,4730
15107,0.7,Very Good,G,VS2,63.2,57.0,5.61,5.66,3.56,2353
16538,0.5,Very Good,F,VVS2,61.9,56.0,5.09,5.12,3.16,2003
25007,0.36,Ideal,G,VS1,61.3,56.0,4.6,4.64,2.83,746
19153,0.77,Ideal,G,VS1,62.2,56.0,5.9,5.85,3.66,3148
6901,0.32,Premium,E,VVS1,60.5,58.0,4.47,4.42,2.69,1020
8480,1.01,Good,E,SI1,63.2,59.0,6.25,6.28,3.96,4619
24733,0.5,Good,E,SI2,63.7,55.0,5.03,5.08,3.22,1077
5459,0.91,Premium,H,SI2,62.9,59.0,6.15,6.12,3.86,3363
12636,0.31,Ideal,E,SI1,62.1,55.0,4.33,4.36,2.7,516
26903,0.31,Very Good,I,VVS1,63.6,55.0,4.27,4.32,2.73,541
16092,0.57,Very Good,E,SI1,60.3,57.0,5.34,5.4,3.24,1608
17119,0.25,Good,E,VVS1,61.4,62.0,4.03,4.05,2.48,498
6921,0.3,Ideal,G,VVS1,62.9,57.0,4.3,4.26,2.69,1013
20308,1.5,Good,E,SI1,58.5,59.0,7.45,7.49,4.37,11554
18166,0.32,Premium,G,VVS1,61.9,58.0,4.39,4.36,2.71,1080
5214,0.93,Very Good,J,VS1,63.0,53.0,6.22,6.26,3.93,3651
24669,0.43,Ideal,J,VS1,61.7,58.0,4.8,4.84,2.98,703
7277,0.31,Premium,E,SI1,60.1,61.0,4.4,4.35,2.63,698
2399,0.34,Ideal,H,IF,61.8,54.0,4.51,4.55,2.8,863
18773,1.07,Ideal,G,VVS1,60.9,56.0,6.6,6.67,4.04,8895
7772,0.41,Good,E,SI1,59.5,62.0,4.85,4.87,2.89,760
16866,0.31,Premium,G,VVS1,62.6,61.0,4.31,4.28,2.69,1046
1421,0.91,Good,I,VS2,64.3,58.0,6.05,6.09,3.9,2863
17888,0.91,Fair,E,VVS2,,55.0,6.13,6.0,3.83,5430
26910,0.9,Ideal,F,SI1,62.5,57.0,6.13,6.15,3.84,4523
22546,0.53,Premium,D,VS2,60.2,58.0,5.23,5.26,3.16,1808
19085,1.52,Ideal,F,SI2,61.8,58.0,7.38,7.4,4.57,10316
1971,0.3,Premium,G,VVS2,62.8,60.0,4.28,4.25,2.68,878
23536,0.9,Very Good,G,VS2,62.5,57.0,6.12,6.14,3.83,4600
9606,1.61,Premium,D,SI1,61.4,60.0,7.56,7.51,4.63,13582
91,0.5,Ideal,F,VVS2,62.3,57.0,5.06,5.08,3.16,1850
21458,0.5,Good,H,VVS2,61.9,64.3,5.01,5.03,3.11,1362
21719,0.41,Premium,F,VVS2,61.0,59.0,4.83,4.77,2.93,1192
7529,0.3,Very Good,G,VVS1,61.3,56.0,4.34,4.37,2.67,691
23765,0.3,Ideal,H,VS2,60.7,57.0,4.37,4.33,2.64,608
12058,0.3,Ideal,D,VS1,61.8,56.0,4.3,4.34,2.67,661
15306,0.31,Good,E,SI1,63.3,55.0,4.31,4.35,2.74,544
9367,0.55,Premium,E,VS1,59.6,60.0,5.41,5.36,3.15,2277
20569,0.4,Premium,H,VVS1,61.8,58.0,4.72,4.69,2.91,1088
16000,0.42,Ideal,I,VVS1,62.0,55.0,4.8,4.88,3.0,884
10927,0.9,Good,G,SI2,63.8,56.0,6.16,6.13,3.92,3246
12971,0.37,Premium,D,SI1,61.9,59.0,4.62,4.65,2.87,681
10579,0.52,Ideal,G,VVS1,60.6,57.0,5.21,5.26,3.17,2387
23073,2.08,Premium,I,SI2,60.8,61.0,8.24,8.21,5.0,14047
8310,1.04,Premium,E,SI2,61.0,60.0,6.57,6.52,3.99,4240
22430,0.6,Ideal,G,IF,62.0,55.0,5.39,5.44,3.36,2570
14173,1.5,Good,E,SI2,64.5,58.0,7.06,7.11,4.57,8492
24406,0.33,Ideal,F,VS2,62.3,56.0,4.41,4.45,2.76,666
26290,1.02,Premium,F,SI1,61.0,59.0,6.58,6.47,3.98,5455
17826,1.51,Premium,E,SI1,58.3,59.0,7.52,7.47,4.37,12644
2210,1.01,Ideal,G,VS1,61.5,56.0,6.48,6.43,3.97,6794
18864,0.72,Premium,J,VVS1,61.4,61.0,5.77,5.7,3.52,2203
7436,1.03,Ideal,G,SI1,62.4,57.0,6.47,6.52,4.05,4679
15083,1.05,Ideal,I,SI1,62.6,56.0,6.45,6.53,4.06,4466
17212,0.54,Very Good,F,VS2,,60.0,5.34,5.39,3.12,1551
11261,0.23,Very Good,E,VVS2,61.1,58.0,3.95,4.01,2.43,465
2769,1.18,Premium,I,VS1,62.1,58.0,6.76,6.7,4.18,5921
12953,1.03,Ideal,E,VVS2,61.7,56.0,6.49,6.51,4.01,11611
15147,0.7,Very Good,F,SI1,59.7,56.9,5.73,5.86,3.46,2403
15658,0.47,Premium,E,SI2,58.7,60.0,5.13,5.09,3.0,1072
6657,0.27,Ideal,I,VVS2,62.0,54.5,4.15,4.19,2.58,412
16325,1.09,Ideal,G,VS1,62.5,56.0,6.63,6.55,4.12,6856
7832,1.14,Very Good,I,VS1,63.3,56.0,6.68,6.6,4.2,5148
4015,0.9,Ideal,F,SI1,61.3,56.0,6.21,6.23,3.81,4724
14557,1.01,Very Good,D,IF,63.3,55.0,6.36,6.28,4.0,12581
15752,0.71,Ideal,F,VS2,62.2,56.0,5.74,5.71,3.56,2915
18124,0.42,Ideal,I,VVS2,62.8,54.0,4.78,4.8,3.01,862
7656,1.27,Ideal,H,SI1,60.6,57.0,7.07,7.0,4.26,6785
17802,0.53,Ideal,F,VVS2,61.4,56.0,5.19,5.23,3.2,2275
14784,0.28,Very Good,G,VVS2,62.5,53.0,4.18,4.21,2.62,522
14973,0.41,Ideal,F,VS1,62.7,55.0,4.77,4.74,2.98,1076
22354,0.91,Very Good,F,SI2,62.5,58.0,6.1,6.16,3.83,4334
5155,0.34,Ideal,D,VS2,62.0,55.0,4.48,4.45,2.77,1033
20407,0.51,Ideal,D,VS1,62.4,57.0,5.09,5.13,3.19,1779
10642,0.89,Fair,G,SI2,58.9,66.0,6.26,6.16,3.66,2579
23235,0.59,Very Good,H,VVS1,63.7,56.0,5.35,5.38,3.42,1870
15157,1.0,Ideal,E,VS2,61.5,55.0,6.47,6.44,3.97,6989
3907,0.29,Ideal,I,VS1,61.7,56.0,4.22,4.27,2.62,444
13118,0.7,Fair,D,SI2,64.5,60.0,5.53,5.47,3.55,2167
17149,1.12,Ideal,E,VVS2,60.6,57.0,6.77,6.66,4.07,10769
492,0.4,Very Good,E,SI1,62.8,59.0,4.67,4.7,2.94,707
1179,0.73,Ideal,E,SI1,61.6,57.0,5.81,5.78,3.57,2707
26605,1.02,Ideal,H,SI2,58.8,57.0,6.61,6.55,3.87,3142
7080,1.31,Premium,J,SI1,59.4,60.0,7.12,7.06,4.21,5546
24386,0.39,Premium,F,VS1,60.6,55.0,4.77,4.73,2.88,1092
19947,0.78,Good,D,SI1,60.1,61.0,5.92,5.89,3.55,3253
388,0.71,Ideal,F,VS1,61.1,57.0,5.76,5.82,3.54,3013
4850,0.56,Very Good,G,VS1,59.9,60.0,5.37,5.41,3.23,1912
18250,1.23,Good,J,SI1,63.1,57.6,6.74,6.8,4.27,4870
18412,1.73,Premium,I,VS1,62.2,59.0,7.65,7.62,4.75,12674
11536,0.6,Very Good,H,SI1,60.4,63.0,5.45,5.41,3.28,1378
20139,0.7,Ideal,F,VS1,62.4,56.0,5.67,5.65,3.53,3199
12748,1.01,Premium,G,VS1,59.9,59.0,6.48,6.51,3.89,6239
19286,1.0,Fair,D,SI1,64.9,59.0,6.2,6.13,4.0,4704
16759,0.31,Fair,F,VVS1,63.1,61.0,4.32,4.37,2.74,740
12097,0.3,Very Good,E,VVS2,60.0,55.0,4.36,4.41,2.63,837
17411,0.52,Ideal,F,IF,61.5,57.0,5.15,5.19,3.18,2749
6557,0.45,Ideal,G,SI1,62.0,54.0,4.95,4.98,3.08,852
14920,1.21,Good,G,VS1,63.6,56.0,6.8,6.72,4.3,8741
12651,0.56,Very Good,F,VS2,,56.0,5.2,5.22,3.23,1614
13749,0.27,Ideal,H,VVS2,61.9,55.0,4.14,4.16,2.57,496
26055,0.33,Ideal,E,VS1,61.6,56.0,4.46,4.43,2.74,1002
11502,0.67,Very Good,G,VS2,61.7,59.7,5.56,5.61,3.45,2131
12217,0.53,Ideal,F,VVS2,61.3,57.0,5.2,5.24,3.2,2160
14419,0.81,Ideal,E,VS2,61.5,57.0,6.0,6.06,3.71,3975
20202,0.34,Premium,G,IF,60.5,58.0,4.52,4.47,2.72,939
1132,0.41,Premium,F,SI1,61.0,60.0,4.81,4.77,2.92,969
9849,0.3,Ideal,D,VS2,61.4,55.0,4.32,4.34,2.66,710
12627,0.38,Very Good,F,VS1,62.7,57.0,4.71,4.64,2.93,883
8509,0.83,Ideal,H,SI1,62.5,55.0,6.04,6.0,3.76,2816
24233,1.79,Very Good,F,VS2,62.8,59.0,7.7,7.8,4.87,18429
17293,1.18,Very Good,H,SI1,63.3,55.0,6.75,6.72,4.26,5815
15751,0.31,Ideal,G,SI2,62.0,55.0,4.34,4.37,2.7,391
8477,0.32,Premium,F,VS2,61.3,60.0,4.4,4.37,2.69,828
9442,1.11,Ideal,H,VVS2,61.4,57.0,6.63,6.67,4.08,6837
23883,1.05,Premium,H,VS2,59.0,59.0,6.71,6.68,3.95,5468
11380,0.7,Good,F,VS1,62.8,61.0,5.57,5.61,3.51,2810
5294,0.72,Ideal,I,VS2,61.8,55.0,5.75,5.78,3.56,2650
19363,0.58,Ideal,G,SI2,61.5,55.0,5.38,5.42,3.32,1276
4265,0.51,Very Good,D,VS2,62.0,59.0,5.08,5.12,3.16,1716
19384,1.58,Premium,D,SI2,59.6,59.0,7.67,7.61,4.55,10934
7400,1.5,Fair,D,SI1,65.1,59.0,7.1,7.01,4.59,10374
5670,0.56,Very Good,E,VS2,61.1,57.0,5.33,5.37,3.27,1963
10350,0.31,Premium,G,SI1,62.6,58.0,4.34,4.29,2.7,593
6500,0.32,Very Good,F,VS1,61.3,55.0,4.41,4.44,2.71,696
13353,0.47,Ideal,H,IF,62.4,57.0,4.97,5.0,3.11,1865
9120,0.76,Ideal,F,SI2,61.5,55.0,5.87,5.9,3.62,2694
17629,1.0,Fair,D,SI2,65.0,56.0,6.27,6.23,4.06,3965
253,0.36,Very Good,F,SI1,60.7,54.0,4.64,4.67,2.83,641
9271,0.23,Very Good,E,VVS1,60.8,56.0,3.94,3.99,2.41,499
6275,0.76,Premium,E,SI1,61.6,59.0,5.83,5.79,3.58,2644
1685,0.3,Ideal,G,VVS2,62.2,54.0,4.29,4.33,2.68,638
2296,0.78,Premium,F,SI1,60.8,60.0,5.97,5.94,3.62,2826
17533,0.72,Very Good,H,SI1,63.0,58.0,5.68,5.71,3.59,2198
24664,0.5,Ideal,E,SI1,61.5,57.0,5.08,5.1,3.13,1700
25845,0.42,Ideal,F,SI1,61.9,54.0,4.87,4.83,3.0,838
3853,1.06,Very Good,E,VS1,63.0,58.0,6.46,6.49,4.08,7900
11402,0.26,Ideal,G,IF,62.5,57.0,4.06,4.1,2.55,605
3716,0.29,Very Good,F,VS1,63.0,55.0,4.24,4.27,2.68,504
18462,0.58,Very Good,E,SI1,63.1,56.0,5.36,5.32,3.37,1641
18178,1.16,Good,H,SI1,64.0,58.0,6.63,6.56,4.22,5678
23335,0.3,Ideal,F,VS2,62.3,53.5,4.27,4.32,2.68,601
19163,1.16,Fair,H,SI2,68.2,55.0,6.47,6.37,4.38,3118
12167,1.13,Very Good,D,VS2,62.9,58.0,6.59,6.63,4.16,8561
1736,1.1,Premium,I,SI2,,62.0,6.75,6.7,3.99,3271
18036,1.2,Good,G,SI2,,54.0,6.75,6.71,4.28,5141
13841,0.31,Ideal,F,VVS1,62.0,55.0,4.34,4.37,2.7,828
718,1.27,Ideal,F,SI1,61.8,57.0,6.96,6.89,4.28,5761
19563,1.12,Premium,J,VS2,58.6,58.0,6.85,6.81,4.0,4422
24102,1.15,Ideal,H,SI2,62.2,57.0,6.68,6.63,4.14,4186
13295,0.3,Ideal,J,SI1,62.3,57.0,4.27,4.3,2.67,367
21849,0.73,Ideal,F,VVS2,61.7,54.0,5.76,5.82,3.57,3524
25418,0.7,Fair,I,VS2,64.7,60.0,5.55,5.49,3.57,2117
25529,0.91,Very Good,G,VVS2,63.4,58.0,6.1,6.14,3.88,4849
4869,2.02,Very Good,I,VS2,63.2,53.0,8.09,8.18,5.14,16179
10221,1.04,Ideal,F,SI1,62.9,54.0,6.49,6.46,4.07,5626
3699,1.0,Ideal,F,VS1,61.4,56.0,6.46,6.51,3.98,7177
12061,0.73,Ideal,E,SI1,60.1,56.0,5.91,5.87,3.54,2661
36,1.21,Premium,J,VVS2,61.7,60.0,6.82,6.85,4.22,5431
20763,1.04,Ideal,I,SI1,61.8,59.0,6.46,6.48,4.0,4484
12678,1.53,Good,F,VS1,60.8,61.0,7.31,7.39,4.47,15619
2175,0.32,Ideal,D,VS2,61.9,57.0,4.37,4.39,2.71,758
2118,0.31,Ideal,I,IF,62.2,54.0,4.39,4.36,2.72,837
4733,1.03,Ideal,G,VS1,62.4,56.0,6.44,6.47,4.03,7391
14441,2.0,Good,G,VS2,64.1,55.0,7.94,7.88,5.07,17898
1138,0.51,Very Good,H,VS2,63.5,60.0,5.04,5.01,3.19,1268
15543,0.91,Ideal,G,SI1,62.0,56.0,6.19,6.22,3.85,4922
7222,1.01,Ideal,E,SI2,59.6,60.0,6.52,6.6,3.91,4604
367,0.41,Ideal,D,VS2,61.7,56.0,4.81,4.78,2.96,1076
24184,1.13,Ideal,G,IF,61.7,57.0,6.65,6.7,4.12,10228
2796,1.01,Ideal,H,SI1,61.7,57.0,6.37,6.44,3.96,5387
17815,2.06,Premium,I,SI2,61.1,57.0,8.3,8.24,5.05,12842
14636,0.53,Ideal,F,VS2,62.3,55.0,5.17,5.2,3.23,1566
10365,1.06,Premium,E,SI1,62.0,61.0,6.55,6.51,4.05,5485
5809,1.02,Very Good,H,SI1,63.5,55.0,6.31,6.35,4.02,4487
12582,0.4,Good,G,SI1,63.2,58.0,4.61,4.7,2.94,655
9969,2.29,Premium,J,IF,61.4,60.0,8.45,8.49,5.2,18426
22739,0.5,Very Good,D,SI1,60.8,58.0,5.07,5.13,3.1,1436
4012,0.5,Good,D,SI1,63.7,56.0,5.05,5.09,3.23,1436
21516,1.02,Very Good,F,VS2,61.7,58.0,6.47,6.5,4.0,6479
10213,0.59,Very Good,F,VVS2,63.5,59.0,5.28,5.3,3.36,2302
17422,1.01,Very Good,G,SI2,63.0,58.0,6.29,6.34,3.98,3966
26155,1.03,Premium,G,VS2,62.3,59.0,6.42,6.38,3.99,6327
24760,0.55,Ideal,G,SI1,61.9,57.0,5.23,5.27,3.25,1605
18047,0.43,Premium,I,SI2,59.8,59.0,4.94,4.9,2.94,726
26499,1.2,Very Good,G,SI1,63.5,56.0,6.77,6.7,4.28,6666
15458,1.13,Ideal,H,I1,61.1,56.0,6.77,6.71,4.12,3669
820,2.1,Very Good,J,VS2,61.3,59.0,8.21,8.27,5.05,14229
18456,0.8,Premium,H,SI1,62.0,59.0,5.91,5.96,3.68,2699
2777,0.75,Very Good,H,VS1,59.3,59.0,5.87,6.0,3.52,2513
8229,1.3,Ideal,F,VS2,62.2,56.0,6.98,6.94,4.33,10090
9375,0.32,Ideal,E,VS2,61.3,57.0,4.42,4.45,2.72,702
13781,0.4,Ideal,G,VVS2,61.4,53.0,4.73,4.81,2.93,883
20919,1.52,Premium,F,SI2,62.3,59.0,7.37,7.33,4.58,8342
22810,0.77,Very Good,I,VS2,63.2,58.0,5.79,5.85,3.68,2513
